DATE,PSALMUSDM
2005-08-01,4.33695652173913
2005-09-01,4.17896389324961
2005-10-01,4.08128834355828
2005-11-01,3.92469879518072
2005-12-01,4.13075780089153
2006-01-01,4.03
2006-02-01,4.00444444444444
2006-03-01,4.61897590361446
2006-04-01,5.43103448275862
2006-05-01,6.1734860883797
2006-06-01,6.68006430868167
2006-07-01,6.1405750798722
2006-08-01,5.82692307692308
2006-09-01,4.7211093990755
2006-10-01,4.2972972972973
2006-11-01,4.309375
2006-12-01,4.50567260940032
2007-01-01,4.46
2007-02-01,4.62358642972536
2007-03-01,4.70032573289902
2007-04-01,4.77666666666667
2007-05-01,4.43023255813954
2007-06-01,4.22462562396007
2007-07-01,4.35405872193437
2007-08-01,4.73333333333333
2007-09-01,4.57978723404255
2007-10-01,4.47504621072089
2007-11-01,4.50369003690037
2007-12-01,4.67272727272727
2008-01-01,4.81
2008-02-01,4.73654916512059
2008-03-01,5.22417153996101
2008-04-01,5.12252964426878
2008-05-01,5.31287128712871
2008-06-01,5.15175097276265
2008-07-01,5.62352941176471
2008-08-01,5.36585365853659
2008-09-01,4.95774647887324
2008-10-01,4.15634674922601
2008-11-01,3.81647398843931
2008-12-01,3.90299572039943
2009-01-01,4.11
2009-02-01,4.1193595342067
2009-03-01,4.476401179941
2009-04-01,4.79610194902549
2009-05-01,5.44099378881987
2009-06-01,5.50352112676056
2009-07-01,5.77291338582677
2009-08-01,4.99093904448105
2009-09-01,5.00485362095531
2009-10-01,4.80642469753859
2009-11-01,5.0084219858156
2009-12-01,5.04631578947368
2010-01-01,5.15
2010-02-01,5.5425
2010-03-01,5.99086956521739
2010-04-01,6.47772727272727
2010-05-01,6.32004440887515
2010-06-01,5.95415398094477
2010-07-01,6.31270140006971
2010-08-01,6.44462430199045
2010-09-01,6.19722759499666
2010-10-01,6.36790244055291
2010-11-01,6.06055043741059
2010-12-01,6.89949160319607
2011-01-01,6.79561858775846
2011-02-01,6.97664461108063
2011-03-01,7.30306137255285
2011-04-01,7.83755869593945
2011-05-01,7.43358566122008
2011-06-01,6.30461257361721
2011-07-01,5.63401712593479
2011-08-01,5.37977589165985
2011-09-01,4.78233825083296
2011-10-01,4.26374564444449
2011-11-01,4.22577064993426
2011-12-01,4.54713151959762
2012-01-01,4.35373773337716
2012-02-01,4.77081440604345
2012-03-01,5.04885096818211
2012-04-01,4.9768291524385
2012-05-01,5.01118113336519
2012-06-01,4.51600016588699
2012-07-01,4.43897387908626
2012-08-01,4.65272405068679
2012-09-01,4.8076300872686
2012-10-01,4.43012802530511
2012-11-01,4.6843388975446
2012-12-01,5.24411738030307
2013-01-01,6.16286406324159
2013-02-01,6.42953474099887
2013-03-01,6.56039395527569
2013-04-01,7.06711744795014
2013-05-01,7.36145685947856
2013-06-01,6.87661464136648
2013-07-01,7.35322503462749
2013-08-01,6.96216235620498
2013-09-01,5.8092755360377
2013-10-01,6.10010162776491
2013-11-01,6.38047319470184
2013-12-01,7.5257028669366
2014-01-01,8.06126985748032
2014-02-01,7.79166889924583
2014-03-01,7.43441251624791
2014-04-01,7.55883573756098
2014-05-01,7.07217767532125
2014-06-01,6.19175017802426
2014-07-01,6.39087723257423
2014-08-01,5.93336736515818
2014-09-01,5.49093747229659
2014-10-01,5.37232822181343
2014-11-01,5.75347391912046
2014-12-01,6.15153034299565
2015-01-01,5.94985785952607
2015-02-01,5.58490460873194
2015-03-01,5.1441823682951
2015-04-01,5.1180214097777
2015-05-01,5.11582777922258
2015-06-01,5.15944667155507
2015-07-01,5.28823318054867
2015-08-01,5.4468734312606
2015-09-01,5.0254339804441
2015-10-01,5.02353503509034
2015-11-01,5.01810370252981
2015-12-01,5.79256994040706
2016-01-01,6.45289510163849
2016-02-01,6.14405258707083
2016-03-01,6.90530665717329
2016-04-01,7.10586454670945
2016-05-01,7.26505959696057
2016-06-01,7.67074576053982
2016-07-01,8.007030729036
2016-08-01,7.06297628837385
2016-09-01,6.66546112881929
2016-10-01,7.21026714485505
2016-11-01,7.31696952746832
2016-12-01,7.86180877823757
2017-01-01,8.63795562132926
2017-02-01,7.87525713817184
2017-03-01,7.20009010521951
2017-04-01,7.44270332268436
2017-05-01,8.02154284007712
2017-06-01,8.10341139489866
2017-07-01,8.03992539434253
2017-08-01,7.45655974243073
2017-09-01,7.02535359038735
2017-10-01,6.96856719960361
2017-11-01,6.24367662944697
2017-12-01,6.3152563677053
2018-01-01,7.18818533049636
2018-02-01,7.27603835021939
2018-03-01,8.51302977762306
2018-04-01,8.87542882774731
2018-05-01,8.99932821372443
2018-06-01,7.89048540277778
2018-07-01,6.98306210443698
2018-08-01,6.66161625281794
2018-09-01,7.34437513349142
2018-10-01,7.09402301734507
2018-11-01,6.69353102175948
2018-12-01,6.77330692696518
2019-01-01,7.47505486093716
2019-02-01,6.73050956355015
2019-03-01,8.01541533053869
2019-04-01,7.960193232328
2019-05-01,7.2989922284778
2019-06-01,7.36958651096883
2019-07-01,7.0569605209269
2019-08-01,6.03884230027541
2019-09-01,5.73538230425216
2019-10-01,5.54580951768487
2019-11-01,6.20387266322799
2019-12-01,7.61786635720618
2020-01-01,8.42760749354668
2020-02-01,7.29450804424963
2020-03-01,6.24110963542775
2020-04-01,5.4977623030522
2020-05-01,6.02029690879781
2020-06-01,6.78412686163985
2020-07-01,5.81635095372969
2020-08-01,5.66818788461571
2020-09-01,5.42268302450882
2020-10-01,5.22635242479706
2020-11-01,5.25323784305638
2020-12-01,5.40902833051763
2021-01-01,5.71757027550097
