DATE,PLOGOREUSDM
2008-12-01,184.981085725676
2009-01-01,170.788929646351
2009-02-01,172.628492915847
2009-03-01,162.35666618203
2009-04-01,149.833272603488
2009-05-01,140.519562676202
2009-06-01,141.865532635102
2009-07-01,145.798687610499
2009-08-01,139.171914592705
2009-09-01,139.084384140396
2009-10-01,148.606917174092
2009-11-01,126.461035188319
2009-12-01,142.46363710733
2010-01-01,141.016101902898
2010-02-01,150.399436454424
2010-03-01,155.415559819427
2010-04-01,162.31670316915
2010-05-01,159.054151696607
2010-06-01,162.701203239491
2010-07-01,156.670401306646
2010-08-01,142.253406441271
2010-09-01,150.623420628849
2010-10-01,157.325167835603
2010-11-01,161.633060447718
2010-12-01,160.769524075921
2011-01-01,182.707855866847
2011-02-01,166.490530277572
2011-03-01,165.796491506834
2011-04-01,181.933025473667
2011-05-01,187.267532032949
2011-06-01,185.069068472217
2011-07-01,167.328222345206
2011-08-01,166.491636554503
2011-09-01,160.727361529921
2011-10-01,154.479151676607
2011-11-01,166.381843936688
2011-12-01,166.168762792011
2012-01-01,164.355637577725
2012-02-01,155.142096959324
2012-03-01,160.564417665183
2012-04-01,152.144843924192
2012-05-01,158.006068646601
2012-06-01,159.139754075949
2012-07-01,168.083910223245
2012-08-01,155.676344316326
2012-09-01,162.646961204872
2012-10-01,162.919723591496
2012-11-01,171.912223392613
2012-12-01,163.527055305626
2013-01-01,169.190323390219
2013-02-01,164.498154846166
2013-03-01,176.55738355431
2013-04-01,184.488636513353
2013-05-01,184.148758439181
2013-06-01,186.274345202718
2013-07-01,155.666449606976
2013-08-01,171.190037237773
2013-09-01,168.411362661815
2013-10-01,176.104364076648
2013-11-01,189.883942894455
2013-12-01,179.30114510068
2014-01-01,179.720375096192
2014-02-01,193.769323806334
2014-03-01,187.305471634777
2014-04-01,182.625203485828
2014-05-01,175.071154167363
2014-06-01,186.068702132977
2014-07-01,176.48769892139
2014-08-01,177.155384631751
2014-09-01,183.509545521042
2014-10-01,183.886621716166
2014-11-01,191.141191783362
2014-12-01,193.929592256219
2015-01-01,188.52598857753
2015-02-01,190.098917210904
2015-03-01,188.570076694706
2015-04-01,188.157996531494
2015-05-01,178.57957362834
2015-06-01,170.249719777212
2015-07-01,179.259024931765
2015-08-01,178.649921737198
2015-09-01,183.281721239748
2015-10-01,177.810974315007
2015-11-01,169.536345302227
2015-12-01,180.339793684324
2016-01-01,188.863975343809
2016-02-01,180.296013881
2016-03-01,191.3744609862
2016-04-01,181.790533083231
2016-05-01,179.499813178543
2016-06-01,174.975259205559
2016-07-01,175.155855718078
2016-08-01,175.667397548225
2016-09-01,188.183613356978
2016-10-01,186.970031224181
2016-11-01,184.847516328284
2016-12-01,186.209677183115
2017-01-01,187.060326121641
2017-02-01,172.145024418324
2017-03-01,186.396015874442
2017-04-01,185.117273508933
2017-05-01,190.12626494108
2017-06-01,189.995614377287
2017-07-01,180.003461965314
2017-08-01,193.982490490796
2017-09-01,192.502416623324
2017-10-01,194.572775489296
2017-11-01,208.0056872196
2017-12-01,208.583737347963
2018-01-01,224.0868178193
2018-02-01,240.697062618432
2018-03-01,229.023047388047
2018-04-01,216.620191809356
2018-05-01,209.283610265576
2018-06-01,218.349294298983
2018-07-01,224.711456153326
2018-08-01,198.345135022969
2018-09-01,193.307153404297
2018-10-01,205.11
2018-11-01,180.58
2018-12-01,196.88
2019-01-01,177.64
2019-02-01,192.44
2019-03-01,191.72
2019-04-01,175.62
2019-05-01,188.08
2019-06-01,188.51
2019-07-01,186
2019-08-01,193.69
2019-09-01,183.64
2019-10-01,176.93
2019-11-01,192.34
2019-12-01,184.05
2020-01-01,197.32
2020-02-01,203.34
2020-03-01,202.36
2020-04-01,194.94
2020-05-01,187.17
2020-06-01,188.15
2020-07-01,192.36
2020-08-01,193.14
2020-09-01,203.23
2020-10-01,202.01
2020-11-01,202.01
2020-12-01,202.01
2021-01-01,202.01
