DATE,PCOFFROBUSDM
2006-03-01,62.9191304347826
2006-04-01,64.4576470588235
2006-05-01,63.9659090909091
2006-06-01,64.1368181818182
2006-07-01,68.659
2006-08-01,75.7265217391304
2006-09-01,77.875
2006-10-01,76.2568181818182
2006-11-01,79.6655
2006-12-01,77.75
2007-01-01,80.551
2007-02-01,80.9684210526316
2007-03-01,78.875
2007-04-01,81.644
2007-05-01,86.2757142857143
2007-06-01,94.7625
2007-07-01,93.4666666666667
2007-08-01,88.4004545454546
2007-09-01,93.6063157894737
2007-10-01,97.45
2007-11-01,92.1973684210526
2007-12-01,91.3669230769231
2008-01-01,100.7445
2008-02-01,117.225
2008-03-01,122.438
2008-04-01,111.86380952381
2008-05-01,109.794761904762
2008-06-01,112.0375
2008-07-01,115.030909090909
2008-08-01,113.428947368421
2008-09-01,106.665238095238
2008-10-01,89.4366666666667
2008-11-01,92.92
2008-12-01,83.8170588235294
2009-01-01,85.7721052631579
2009-02-01,81.4676470588235
2009-03-01,77.4790909090909
2009-04-01,76.497619047619
2009-05-01,76.995
2009-06-01,75.8800000000001
2009-07-01,74.8263636363637
2009-08-01,75.0385714285714
2009-09-01,77.3133333333333
2009-10-01,76.6818181818182
2009-11-01,73.078947368421
2009-12-01,74.6785714285714
2010-01-01,75.0921052631579
2010-02-01,73.4868421052632
2010-03-01,72.5326086956522
2010-04-01,76.3421052631579
2010-05-01,76.2125
2010-06-01,82.5113636363636
2010-07-01,89.9523809523809
2010-08-01,89.0572727272727
2010-09-01,87.1071428571429
2010-10-01,90.5657142857143
2010-11-01,97.9375
2010-12-01,98.3166666666667
2011-01-01,106.026315789474
2011-02-01,114.618421052632
2011-03-01,122.460869565217
2011-04-01,121.292631578947
2011-05-01,126.29619047619
2011-06-01,122.147727272727
2011-07-01,116.5755
2011-08-01,118.999565217391
2011-09-01,113.941818181818
2011-10-01,107.341428571429
2011-11-01,108.1815
2011-12-01,114.067333333333
2012-01-01,109.403
2012-02-01,111.2545
2012-03-01,113.596818181818
2012-04-01,111.713
2012-05-01,116.007727272727
2012-06-01,113.344761904762
2012-07-01,113.369523809524
2012-08-01,113.013913043478
2012-09-01,110.865263157895
2012-10-01,109.889090909091
2012-11-01,102.941
2012-12-01,102.103571428571
2013-01-01,105.787619047619
2013-02-01,109.697894736842
2013-03-01,112.668421052632
2013-04-01,107.580454545455
2013-05-01,105.763636363636
2013-06-01,97.053
2013-07-01,102.409523809524
2013-08-01,100.726818181818
2013-09-01,93.483
2013-10-01,90.0126086956521
2013-11-01,85.6689473684211
2013-12-01,95.4992857142857
2014-01-01,92.9285714285714
2014-02-01,101.143157894737
2014-03-01,111.904285714286
2014-04-01,110.679047619048
2014-05-01,108.351904761905
2014-06-01,104.62619047619
2014-07-01,107.229545454545
2014-08-01,105.069047619048
2014-09-01,105.567619047619
2014-10-01,109.385217391304
2014-11-01,106.805555555556
2014-12-01,103.510666666667
2015-01-01,102.325
2015-02-01,103.742631578947
2015-03-01,98.0681818181818
2015-04-01,98.7314285714286
2015-05-01,94.3525
2015-06-01,96.8877272727273
2015-07-01,92.7077272727273
2015-08-01,91.9371428571428
2015-09-01,87.9814285714286
2015-10-01,88.67
2015-11-01,88.6305263157895
2015-12-01,86.3535714285714
2016-01-01,81.961052631579
2016-02-01,81.158
2016-03-01,83.1909090909091
2016-04-01,87.6047619047619
2016-05-01,91.0257142857143
2016-06-01,92.6104545454546
2016-07-01,96.98
2016-08-01,96.6765217391305
2016-09-01,101.765238095238
2016-10-01,107.527619047619
2016-11-01,106.9365
2016-12-01,103.590588235294
2017-01-01,111.2575
2017-02-01,110.131578947368
2017-03-01,110.019090909091
2017-04-01,106.247894736842
2017-05-01,101.470909090909
2017-06-01,104.826818181818
2017-07-01,107.621
2017-08-01,106.356086956522
2017-09-01,101.3285
2017-10-01,102.545454545455
2017-11-01,95.1115
2017-12-01,92.0928571428571
2018-01-01,93.0295238095238
2018-02-01,92.8810526315789
2018-03-01,92.0776190476191
2018-04-01,91.8780952380952
2018-05-01,92.3936363636363
2018-06-01,89.3814285714286
2018-07-01,87.7619047619048
2018-08-01,83.6882608695652
2018-09-01,80.4073684210526
2018-10-01,88.3295652173913
2018-11-01,86.744
2018-12-01,81.1875
2019-01-01,81.7742857142857
2019-02-01,82.5852631578947
2019-03-01,81.0509523809524
2019-04-01,78.1415
2019-05-01,76.9904545454545
2019-06-01,80.1
2019-07-01,79.9619047619047
2019-08-01,77.9209090909091
2019-09-01,78.947
2019-10-01,77.4960869565218
2019-11-01,82.6021052631579
2019-12-01,82.7658823529412
2020-01-01,79.1542857142857
2020-02-01,77.2947368421053
2020-03-01,76.9631818181818
2020-04-01,74.3938095238095
2020-05-01,75.127
2020-06-01,74.9654545454545
2020-07-01,78.3313636363636
2020-08-01,82.2389473684211
2020-09-01,81.1038095238095
2020-10-01,76.7922727272727
2020-11-01,81.223
2020-12-01,82.5
2021-01-01,82.5
