DATE,PCOFFOTMUSDM
2009-01-01,128.027894736842
2009-02-01,128.509411764706
2009-03-01,127.764090909091
2009-04-01,134.579523809524
2009-05-01,147.34
2009-06-01,145.173181818182
2009-07-01,137.871363636364
2009-08-01,146.865714285714
2009-09-01,145.668571428571
2009-10-01,151.949545454545
2009-11-01,150.227894736842
2009-12-01,155.861428571429
2010-01-01,154.401578947368
2010-02-01,155.924210526316
2010-03-01,162.126956521739
2010-04-01,171.062105263158
2010-05-01,174.009444444444
2010-06-01,193.524090909091
2010-07-01,205.247142857143
2010-08-01,212.799545454545
2010-09-01,222.1
2010-10-01,215.837142857143
2010-11-01,227.9595
2010-12-01,237.328
2011-01-01,262.944736842105
2011-02-01,288.083157894737
2011-03-01,294.483478260869
2011-04-01,302.70947368421
2011-05-01,293.057619047619
2011-06-01,277.777727272727
2011-07-01,269.18
2011-08-01,273.542173913044
2011-09-01,275.584545454546
2011-10-01,248.492857142857
2011-11-01,249.504
2011-12-01,243.144666666667
2012-01-01,240.89
2012-02-01,225.494
2012-03-01,201.850909090909
2012-04-01,193.351
2012-05-01,186.345909090909
2012-06-01,169.789523809524
2012-07-01,190.772857142857
2012-08-01,175.966956521739
2012-09-01,179.603157894737
2012-10-01,172.374090909091
2012-11-01,160.6425
2012-12-01,154.63
2013-01-01,158.272857142857
2013-02-01,152.998421052632
2013-03-01,153.011578947368
2013-04-01,152.959545454546
2013-05-01,151.425454545455
2013-06-01,138.855
2013-07-01,138.439523809524
2013-08-01,135.63
2013-09-01,132.78
2013-10-01,128.828260869565
2013-11-01,122.748421052632
2013-12-01,126.737142857143
2014-01-01,135.033333333333
2014-02-01,176.276315789474
2014-03-01,216.059523809524
2014-04-01,226.985238095238
2014-05-01,215.238095238095
2014-06-01,198.910952380952
2014-07-01,198.590909090909
2014-08-01,214.5
2014-09-01,212.005238095238
2014-10-01,227.059565217391
2014-11-01,212.926111111111
2014-12-01,200.59
2015-01-01,190.898333333333
2015-02-01,179.94
2015-03-01,160.022272727273
2015-04-01,164.951904761905
2015-05-01,158.173333333333
2015-06-01,159.769545454545
2015-07-01,153.292272727273
2015-08-01,158.77619047619
2015-09-01,147.654285714286
2015-10-01,153.883181818182
2015-11-01,148.936842105263
2015-12-01,149.815
2016-01-01,146.321578947368
2016-02-01,148.94
2016-03-01,156.937272727273
2016-04-01,154.201904761905
2016-05-01,155.404285714286
2016-06-01,165.849090909091
2016-07-01,172.3525
2016-08-01,170.342173913044
2016-09-01,178.070952380952
2016-10-01,178.624285714286
2016-11-01,185.1275
2016-12-01,162.557647058824
2017-01-01,167.8275
2017-02-01,165.558421052632
2017-03-01,159.388636363636
2017-04-01,155.90052631579
2017-05-01,151.178636363636
2017-06-01,144.099090909091
2017-07-01,151.69
2017-08-01,154.592173913044
2017-09-01,149.715
2017-10-01,143.121818181818
2017-11-01,144.24
2017-12-01,141.832857142857
2018-01-01,144.154285714286
2018-02-01,142.926842105263
2018-03-01,140.201904761905
2018-04-01,140.368571428571
2018-05-01,141.678636363636
2018-06-01,139.832857142857
2018-07-01,133.035238095238
2018-08-01,128.548695652174
2018-09-01,124.387368421053
2018-10-01,140.575652173913
2018-11-01,142.115
2018-12-01,130.72125
2019-01-01,132.618571428571
2019-02-01,134.479473684211
2019-03-01,129.404285714286
2019-04-01,128.44
2019-05-01,127.792272727273
2019-06-01,137.965
2019-07-01,141.285238095238
2019-08-01,134.496818181818
2019-09-01,136.415
2019-10-01,133.429130434783
2019-11-01,148.808421052632
2019-12-01,164.44
2020-01-01,150.356666666667
2020-02-01,145.861052631579
2020-03-01,161.462727272727
2020-04-01,163.701904761905
2020-05-01,155.9275
2020-06-01,147.280909090909
2020-07-01,151.496818181818
2020-08-01,166.242631578947
2020-09-01,169.047142857143
2020-10-01,154.121818181818
2020-11-01,154.477
2020-12-01,162.56
2021-01-01,162.56
