DATE,PLEADUSDM
2007-08-01,3115.19318181818
2007-09-01,3228.025
2007-10-01,3722.60869565217
2007-11-01,3319.90909090909
2007-12-01,2616.08333333333
2008-01-01,2621.78409090909
2008-02-01,3089.60714285714
2008-03-01,3012.93421052632
2008-04-01,2834.875
2008-05-01,2216.0875
2008-06-01,1860.5119047619
2008-07-01,1960.04347826087
2008-08-01,1902.85
2008-09-01,1872.30681818182
2008-10-01,1494.26086956522
2008-11-01,1286.425
2008-12-01,968.166666666667
2009-01-01,1144.90476190476
2009-02-01,1099.625
2009-03-01,1246.52272727273
2009-04-01,1393.9125
2009-05-01,1446.68421052632
2009-06-01,1667.11363636364
2009-07-01,1673.97826086957
2009-08-01,1893.0375
2009-09-01,2205.47727272727
2009-10-01,2227.69318181818
2009-11-01,2303.44047619048
2009-12-01,2326.26285714286
2010-01-01,2352.15
2010-02-01,2125.775
2010-03-01,2162.67608695652
2010-04-01,2272.15
2010-05-01,1876.78947368421
2010-06-01,1707.28409090909
2010-07-01,1843.96590909091
2010-08-01,2082.79761904762
2010-09-01,2192.85227272727
2010-10-01,2383.54761904762
2010-11-01,2364.97727272727
2010-12-01,2413.20238095238
2011-01-01,2583.975
2011-02-01,2595.575
2011-03-01,2624.02173913044
2011-04-01,2719.34722222222
2011-05-01,2419.6375
2011-06-01,2524.98863636364
2011-07-01,2681.02380952381
2011-08-01,2393.05681818182
2011-09-01,2287.67045454545
2011-10-01,1960.38095238095
2011-11-01,1994.21590909091
2011-12-01,2024.5625
2012-01-01,2100.21428571429
2012-02-01,2121.2619047619
2012-03-01,2056.69318181818
2012-04-01,2073.64473684211
2012-05-01,1999.25
2012-06-01,1850.95789473684
2012-07-01,1881.47727272727
2012-08-01,1897.77272727273
2012-09-01,2177.675
2012-10-01,2141.96739130435
2012-11-01,2181.96590909091
2012-12-01,2279.80263157895
2013-01-01,2334.46590909091
2013-02-01,2365.7875
2013-03-01,2173.35
2013-04-01,2024.36904761905
2013-05-01,2031.89285714286
2013-06-01,2099.6875
2013-07-01,2047.72826086957
2013-08-01,2173.08333333333
2013-09-01,2084.91904761905
2013-10-01,2115.42826086957
2013-11-01,2089.55952380952
2013-12-01,2136.7275
2014-01-01,2143.17045454545
2014-02-01,2108.025
2014-03-01,2053.08333333333
2014-04-01,2087.0875
2014-05-01,2097.325
2014-06-01,2106.94047619048
2014-07-01,2193.23913043478
2014-08-01,2236.8375
2014-09-01,2117.23863636364
2014-10-01,2034.26086956522
2014-11-01,2030.1825
2014-12-01,1938.10714285714
2015-01-01,1843.13095238095
2015-02-01,1795.6625
2015-03-01,1792.47045454545
2015-04-01,2005.3625
2015-05-01,1991.77631578947
2015-06-01,1829.5
2015-07-01,1763.04347826087
2015-08-01,1703.6
2015-09-01,1684.25
2015-10-01,1720.11363636364
2015-11-01,1618.34523809524
2015-12-01,1706.58333333333
2016-01-01,1646.2
2016-02-01,1765.75
2016-03-01,1802.19047619048
2016-04-01,1732.27380952381
2016-05-01,1707.8
2016-06-01,1712.77272727273
2016-07-01,1834.78571428571
2016-08-01,1835.52272727273
2016-09-01,1947.64318181818
2016-10-01,2024.4880952381
2016-11-01,2180.57954545455
2016-12-01,2209.8375
2017-01-01,2242.61904761905
2017-02-01,2311.5
2017-03-01,2280.92391304348
2017-04-01,2220.61111111111
2017-05-01,2125.10714285714
2017-06-01,2132.93181818182
2017-07-01,2269.85714285714
2017-08-01,2348.46590909091
2017-09-01,2374.39285714286
2017-10-01,2498.21590909091
2017-11-01,2461.43181818182
2017-12-01,2509.92105263158
2018-01-01,2584.09090909091
2018-02-01,2581.0625
2018-03-01,2390
2018-04-01,2352.4125
2018-05-01,2360.92857142857
2018-06-01,2436.28571428571
2018-07-01,2207.02272727273
2018-08-01,2053.53409090909
2018-09-01,2022.9125
2018-10-01,1987.55434782609
2018-11-01,1937.11363636364
2018-12-01,1972.31578947368
2019-01-01,1997.13636363636
2019-02-01,2062.7875
2019-03-01,2046.46428571429
2019-04-01,1938.9875
2019-05-01,1815.19047619048
2019-06-01,1899.7
2019-07-01,1975.64130434783
2019-08-01,2044.54761904762
2019-09-01,2071.84523809524
2019-10-01,2184.08695652174
2019-11-01,2021.15476190476
2019-12-01,1900.5375
2020-01-01,1923.93181818182
2020-02-01,1872.5375
2020-03-01,1734.44136363636
2020-04-01,1657.546
2020-05-01,1626.33526315789
2020-06-01,1744.84318181818
2020-07-01,1817.92608695652
2020-08-01,1936.27
2020-09-01,1872.91181818182
2020-10-01,1776.265
2020-11-01,1915.62380952381
2020-12-01,2020.46904761905
2021-01-01,2014.7255
